Japanese,Chinese,Example_JP,Example_CN,Example_Furigana,Grammar_Notes,Audio_Path
決める,决定,明日の予定を決める。,决定明天的日程。,<ruby>明日<rt>あした</rt></ruby>の<ruby>予定<rt>よてい</rt></ruby>を<ruby>決める<rt>きめる</rt></ruby>。,<ol><li>明日（あした）：明天。「明日」是时间名词。</li><li>予定（よてい）：预定、计划，名词。</li><li>を：助词，表示动作的对象。</li><li>決める（きめる）：决定，动词。他动词，前面可接具体要决定的对象。</li><li>句子结构：『A を決める』表示“决定A”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_決める.mp3]
調べる,查询,インターネットで調べるのが便利です。,用互联网查询很方便。,インターネットで<ruby>調べる<rt>しらべる</rt></ruby>のが<ruby>便利<rt>べんり</rt></ruby>です。,<ol><li>インターネットで：用助词「で」表示场所，相当于“在互联网（上）”。</li><li>調べる（しらべる）：动词，意思是查询、调查。</li><li>のが：将动词短语名词化，「动词基本形+のが」表示“做…这件事”。</li><li>便利（べんり）：形容动词，意思是“方便”。</li><li>です：礼貌句末助词，使句子更加礼貌。</li></ol>,[sound:jlpt_vocabulary_in_sentence_調べる.mp3]
寝坊,睡懒觉,今朝は寝坊して遅刻しました。,今天早上睡懒觉迟到了。,<ruby>今朝<rt>けさ</rt></ruby>は<ruby>寝坊<rt>ねぼう</rt></ruby>して<ruby>遅刻<rt>ちこく</rt></ruby>しました。,<ol><li>今朝（けさ）：意为“今天早上”，是时间名词。</li><li>寝坊（ねぼう）：指“睡懒觉”，即睡过头，常与する构成寝坊する（睡懒觉）。</li><li>して：为寝坊する的て形，表示动作连接，后接下一个动作。</li><li>遅刻（ちこく）：意为“迟到”，是名词，也可用作动词（遅刻する）。</li><li>しました：する的过去式表示“做了某事”。全句为过去时，表示已经发生。</li><li>文化背景：在日常生活、学校和职场中，寝坊经常被认为是不够自律，因此经常寝坊被视为不好的习惯。</li></ol>,[sound:jlpt_vocabulary_in_sentence_寝坊.mp3]
パパ,爸爸,パパは毎朝コーヒーを飲みます。,爸爸每天早上喝咖啡。,パパは<ruby>毎朝<rt>まいあさ</rt></ruby>コーヒーを<ruby>飲みます<rt>のみます</rt></ruby>。,<ol><li>パパ：口语中对父亲的亲昵称呼，类似中文的“爸爸”。</li><li>は：助词，标记主语，发音为“わ”。</li><li>毎朝（まいあさ）：每天早上，副词短语。</li><li>コーヒー：咖啡，外来语。</li><li>を：助词，表示动作的对象（宾语）。</li><li>飲みます（のみます）：动词“饮む（のむ）”的礼貌形，表示喝（咖啡等）。</li><li>日语中饮食动词常用“ます形”，表达礼貌。</li></ol>,[sound:jlpt_vocabulary_in_sentence_パパ.mp3]
光る,发光,夜空に星が光る。,夜空中有星星在发光。,<ruby>夜空<rt>よぞら</rt></ruby>に<ruby>星<rt>ほし</rt></ruby>が<ruby>光る<rt>ひかる</rt></ruby>。,<ol><li>夜空（よぞら）：夜晚的天空。</li><li>に：表示动作发生的地点助词。</li><li>星（ほし）：星星。</li><li>が：主语助词，强调“星”。</li><li>光る（ひかる）：动词，表示发光、闪耀，是五段动词。</li><li>句中结构为“场所+に+主语+が+动词”，是描述某物在某地发生某动作的常用表达。</li></ol>,[sound:jlpt_vocabulary_in_sentence_光る.mp3]
夫,丈夫,夫は毎日会社に行きます。,丈夫每天去公司。,<ruby>夫<rt>おっと</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>毎日<rt>まいにち</rt></ruby><ruby>会社<rt>かいしゃ</rt></ruby><ruby>に<rt>に</rt></ruby><ruby>行きます<rt>いきます</rt></ruby>。,<ol><li>夫（おっと）：指“丈夫、先生”，是说话人自己的丈夫的表达方式，较为直接和中性。</li><li>は：主题助词，用于提示主语，即“夫”。</li><li>毎日（まいにち）：表示“每天”。</li><li>会社（かいしゃ）：表示“公司”。</li><li>に：表示动作的目的地，这里指去公司的“方向”。</li><li>行きます（いきます）：动词“行く（去）”的礼貌形，表示前往某地。</li><li>句子的语法结构为「主语+は+时间+场所+に+动词+ます」，是日常生活场景常用表达。</li></ol>,[sound:jlpt_vocabulary_in_sentence_夫.mp3]
雲,云,空に白い雲がゆっくり流れています。,天空中白色的云慢慢地飘着。,<ruby>空<rt>そら</rt></ruby>に<ruby>白い<rt>しろい</rt></ruby><ruby>雲<rt>くも</rt></ruby>がゆっくり<ruby>流れています<rt>ながれています</rt></ruby>。,<ol><li>空（そら）：天空。</li><li>白い：形容词，意思是“白色的”。</li><li>雲（くも）：名词，表示“云”。</li><li>が：主格助词，标明主语“白い雲”。</li><li>ゆっくり：副词，表示“慢慢地”。</li><li>流れています（ながれています）：动词“流れる”的ている形，表示动作正在进行中，“在流动”。</li><li>助词“に”表示动作发生的地点，这里表示“在空中”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_雲.mp3]
坂,坡道,この坂を上るのは大変です。,爬这个坡很辛苦。,<ruby>この<rt>この</rt></ruby><ruby>坂<rt>さか</rt></ruby><ruby>を<rt>を</rt></ruby><ruby>上る<rt>のぼる</rt></ruby><ruby>の<rt>の</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>大変<rt>たいへん</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>この：指示词，意为“这个”。</li><li>坂（さか）：名词，意思是“坡道、斜坡”。</li><li>を：助词，表示动作的对象。</li><li>上る（のぼる）：动词，意思是“爬、登上”。</li><li>のは：名词化结构，动词上る后的“の”将其名词化，“は”作主题。</li><li>大変（たいへん）：形容动词，表示“很辛苦、很困难”。</li><li>です：礼貌结尾。</li><li>语法要点：用“のは”将动词上る（のぼる）名词化作为句子的主题，表达“（做某事）很……”。如：“歩くのは楽しい。”（步行很开心）。</li></ol>,[sound:jlpt_vocabulary_in_sentence_坂.mp3]
～(て) しまう,完了、遗憾,宿題を忘れてしまいました。,我把作业给忘了。,<ruby>宿題<rt>しゅくだい</rt></ruby>を<ruby>忘れて<rt>わすれて</rt></ruby><ruby>しまいました<rt>しまいました</rt></ruby>。,<ol><li>宿題（しゅくだい）：作业。</li><li>を：宾语助词，表示动作的对象。</li><li>忘れて（わすれて）：动词“忘れる”的て形，用来连接后续表达。</li><li>しまいました：助动词しまう的敬体过去式，这里表示“已经做完某事（完了）”或者“做了并产生遗憾或后悔”。</li><li>「～てしまう」表示某事已经发生，有时带有无奈、后悔、遗憾等情感色彩。</li></ol>,[sound:jlpt_vocabulary_in_sentence_～(て) しまう.mp3]
飛行場,机场,彼は新しい飛行場に行きました。,他去了新的机场。,<ruby>彼は<rt>かれは</rt></ruby><ruby>新しい<rt>あたらしい</rt></ruby><ruby>飛行場<rt>ひこうじょう</rt></ruby>に<ruby>行きました<rt>いきました</rt></ruby>。,<ol><li>彼（かれ）：他，男性第三人称人称代词。</li><li>新しい（あたらしい）：新的，形容词。</li><li>飛行場（ひこうじょう）：机场，指飞机起降的场所。</li><li>に：表示动作的目的地，常与移动动词一起使用。</li><li>行きました（いきました）：去，「行く」的过去式敬体，表示已经去了某地。</li><li>这句话结构为“主语+目的地+に+移动动词”，是描述去某地的基本句型。</li></ol>,[sound:jlpt_vocabulary_in_sentence_飛行場.mp3]
柔道,柔道,彼は柔道の大会で優勝しました。,他在柔道比赛中获得了冠军。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>柔道<rt>じゅうどう</rt></ruby>の<ruby>大会<rt>たいかい</rt></ruby>で<ruby>優勝<rt>ゆうしょう</rt></ruby>しました。,<ol><li>彼（かれ）：他，指代男性第三人称。</li><li>柔道（じゅうどう）：一种日本传统武道，用于体育竞技或锻炼身体。</li><li>の：表示所属、连接名词，具有“的”功能。</li><li>大会（たいかい）：比赛、竞赛大会。</li><li>で：表示动作发生的场所，这里是“在柔道的比赛中”。</li><li>優勝（ゆうしょう）：冠军、获胜。</li><li>しました：“する”的敬体过去式，表示“做了……”。</li><li>本句结构为“主语+在（～で）+场所+动词”，表达谁在什么场合做了什么事。</li><li>柔道起源于日本，是日本重要文化和国际性体育项目。</li></ol>,[sound:jlpt_vocabulary_in_sentence_柔道.mp3]
決して,决不，绝对不,彼は決して約束を破らない。,他绝不会违反约定。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>決して<rt>けっして</rt></ruby><ruby>約束<rt>やくそく</rt></ruby>を<ruby>破らない<rt>やぶらない</rt></ruby>。,<ol><li>彼（かれ）：他。</li><li>決して（けっして）：副词，意思为“绝不”，常与后续否定表达（如「ない」）搭配使用，表示强烈的否定。</li><li>約束（やくそく）：约定，承诺。</li><li>を：宾语助词，标记动作对象。</li><li>破らない（やぶらない）：动词「破る（やぶる）」的否定形，意思为“不违反、不破坏”。</li><li>语法说明：「決して～ない」是一种固定结构，表示“绝对不……”，强调坚定或彻底的否定。</li></ol>,[sound:jlpt_vocabulary_in_sentence_決して.mp3]
事務所,事务所,私は事務所で働いています。,我在事务所工作。,<ruby>私<rt>わたし</rt></ruby>は<ruby>事務所<rt>じむしょ</rt></ruby>で<ruby>働いています<rt>はたらいています</rt></ruby>。,<ol><li>私（わたし）：第一人称，表示“我”。</li><li>事務所（じむしょ）：指办公、处理事务的场所，即“事务所”。</li><li>で：助词，表示动作发生的场所。</li><li>働いています（はたらいています）：是动词“働く”的ている形，表示正在进行的动作，即“正在工作”。</li><li>句子结构：用“名词+で+动词”表达“在某地做某事”。如“学校で勉強します”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_事務所.mp3]
連絡,联系,明日までに連絡します。,我会在明天之前联系你。,<ruby>明日<rt>あした</rt></ruby>までに<ruby>連絡<rt>れんらく</rt></ruby>します。,<ol><li>明日（あした）：明天，表示时间。</li><li>までに：用于表示动作的截止期限，相当于“在……之前”。</li><li>連絡（れんらく）：名词，意思是联系、联络。</li><li>します：する的敬体，表示动作“联系”。</li><li>全句语法结构：“时间+までに+动作”，表明在某个时间点之前完成该动作，是日语常用表达法。</li></ol>,[sound:jlpt_vocabulary_in_sentence_連絡.mp3]
小学校,小学,妹は小学校に通っています。,妹妹在上小学。,<ruby>妹<rt>いもうと</rt></ruby>は<ruby>小学校<rt>しょうがっこう</rt></ruby>に<ruby>通っています<rt>かよっています</rt></ruby>。,<ol><li>妹（いもうと）：妹妹。</li><li>は：主题助词，表示主语。</li><li>小学校（しょうがっこう）：小学。</li><li>に：表示方向或目标，这里指去的地方。</li><li>通っています（かよっています）：动词“通う”（かよう）的ている形，表示现在或习惯性动作，意思是“正在上”或“经常去”。</li><li>句子整体语法：“AはBに通っています” 结构，表示A去B上学或上班。</li><li>日本小学生一般6岁入学，学习6年。</li></ol>,[sound:jlpt_vocabulary_in_sentence_小学校.mp3]
