Japanese,Chinese,Example_JP,Example_CN,Example_Furigana,Grammar_Notes,Audio_Path
～時,……时,帰る時に雨が降っていました。,回家的时候下雨了。,<ruby>帰る<rt>かえる</rt></ruby><ruby>時<rt>とき</rt></ruby>に<ruby>雨<rt>あめ</rt></ruby>が<ruby>降って<rt>ふって</rt></ruby><ruby>いました<rt>いました</rt></ruby>。,<ol><li><ruby>〜時</ruby><rt>とき</rt>：表示“……的时候”，用于描述某一时刻发生的情况。例如：行く時（去的时候）。</li><li>动词普通形＋時：句子主语独立不变。例如：見る時（看的时候）。</li></ol>,[sound:jlpt_vocabulary_in_sentence_～時.mp3]
塩,食盐,料理に塩を少し入れます。,菜里稍微加点盐。,<ruby>料理<rt>りょうり</rt></ruby>に<ruby>塩<rt>しお</rt></ruby>を<ruby>少し<rt>すこし</rt></ruby><ruby>入れます<rt>いれます</rt></ruby>。,<ol><li>助词「に」说明动作的对象，如「料理に水を加える」。</li><li>「少し」表示数量少，例如「少し休みます」。</li></ol>,[sound:jlpt_vocabulary_in_sentence_塩.mp3]
しかし,但是,彼は努力した。しかし、失敗した。,他努力了。但是失败了。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>努力<rt>どりょく</rt></ruby>した。しかし、<ruby>失敗<rt>しっぱい</rt></ruby>した。,<ol><li><ruby>しかし</ruby> 用于句首，表示转折，相当于“但是”。示例：<ruby>雨</ruby>が<ruby>降</ruby>っています。しかし、出かけます。</li></ol>,[sound:jlpt_vocabulary_in_sentence_しかし.mp3]
時間,时间,時間が足りなくて困りました。,因为时间不够而感到为难。,<ruby>時間<rt>じかん</rt></ruby>が<ruby>足りなくて<rt>たりなくて</rt></ruby><ruby>困りました<rt>こまりました</rt></ruby>。,<ol><li><ruby>が</ruby><rt>が</rt>表主语，如「<ruby>時間</ruby><rt>じかん</rt>が足りない」。</li><li><ruby>なくて</ruby><rt>なくて</rt>表示原因，如「お金がなくて困る」。</li></ol>,[sound:jlpt_vocabulary_in_sentence_時間.mp3]
～時間,～小时,私は一時間勉強しました。,我学习了一个小时。,<ruby>私<rt>わたし</rt></ruby>は<ruby>一時間<rt>いちじかん</rt></ruby><ruby>勉強<rt>べんきょう</rt></ruby><ruby>しました<rt>しました</rt></ruby>。,<ol><li>「<ruby>～時間<rt>じかん</rt></ruby>」表示持续的时间段。例如：「二時間」是两小时。</li><li>数字加上<ruby>時間<rt>じかん</rt></ruby>表达“几小时”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_～時間.mp3]
仕事,工作,彼は新しい仕事を始めました。,他开始了新的工作。,<ruby>彼は<rt>かれは</rt></ruby><ruby>新しい<rt>あたらしい</rt></ruby><ruby>仕事<rt>しごと</rt></ruby>を<ruby>始めました<rt>はじめました</rt></ruby>。,<ol><li><ruby>を</ruby><rt>を</rt>：名词宾格助词，表示动作的对象。例如：水を飲む。</li><li><ruby>ました</ruby><rt>ました</rt>：动词ます型过去式，表示动作已经发生。例如：食べました。</li></ol>,[sound:jlpt_vocabulary_in_sentence_仕事.mp3]
辞書,词典,私は毎日辞書を使います。,我每天都用词典。,<ruby>私<rt>わたし</rt></ruby>は<ruby>毎日<rt>まいにち</rt></ruby><ruby>辞書<rt>じしょ</rt></ruby>を<ruby>使います<rt>つかいます</rt></ruby>。,<ol><li>助词<ruby>は<rt>わ</rt></ruby>用于主题标记，例如「私は学生です」。</li><li>动词<ruby>ます<rt></rt></ruby>形表达礼貌肯定，如「食べます」。</li></ol>,[sound:jlpt_vocabulary_in_sentence_辞書.mp3]
静か,安静,図書館は静かです。,图书馆很安静。,<ruby>図書館<rt>としょかん</rt></ruby>は<ruby>静か<rt>しずか</rt></ruby>です。,<ol><li>「<ruby>静か<rt>しずか</rt></ruby>」是な形容词，可接です作谓语，如「静かです」表示“很安静”。</li><li>は用于提示主语，后面接描述性表语。</li></ol>,[sound:jlpt_vocabulary_in_sentence_静か.mp3]
下,下方,机の下にかばんがあります。,桌子下面有包。,<ruby>机<rt>つくえ</rt></ruby>の<ruby>下<rt>した</rt></ruby>にかばんがあります。,<ol><li>助词「に」表示存在的位置，如「机の下に」意思是“在桌子下面”。</li><li>名词+「の」+名词表示所属或位置关系，如「机の下」—“桌子的下方”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_下.mp3]
七,七，7,私は七つのりんごを買いました。,我买了七个苹果。,<ruby>私<rt>わたし</rt></ruby>は<ruby>七つ<rt>ななつ</rt></ruby>のりんごを<ruby>買いました<rt>かいました</rt></ruby>。,<ol><li>数词用法：「七つ」表示数量“七个”，用于计算小物品。例如：<ruby>三つ<rt>みっつ</rt></ruby>苹果。</li><li>表示过去：动词<ruby>买いました<rt>かいました</rt></ruby>为“买了”，常和数量搭配。</li></ol>,[sound:jlpt_vocabulary_in_sentence_七.mp3]
質問,提问,先生に質問をしました。,我向老师提了问题。,<ruby>先生<rt>せんせい</rt></ruby>に<ruby>質問<rt>しつもん</rt></ruby>を<ruby>しました<rt>しました</rt></ruby>。,<ol><li><ruby>に</ruby><rt>に</rt> 用于表示动作的对象，例：先生に聞く。</li><li><ruby>を</ruby><rt>を</rt> 用于标记动作的宾语，例：質問をする。</li></ol>,[sound:jlpt_vocabulary_in_sentence_質問.mp3]
自転車,自行车,毎朝自転車で駅まで行きます。,我每天早上骑自行车去车站。,<ruby>毎朝<rt>まいあさ</rt></ruby><ruby>自転車<rt>じてんしゃ</rt></ruby>で<ruby>駅<rt>えき</rt></ruby>まで<ruby>行きます<rt>いきます</rt></ruby>。,<ol><li>助词「で」表示动作的手段或方式，如：<ruby>自転車<rt>じてんしゃ</rt></ruby>で行く。</li><li>「まで」用于表示动作的终点或范围，如：駅まで歩く。</li></ol>,[sound:jlpt_vocabulary_in_sentence_自転車.mp3]
自動車,汽车,新しい自動車を買いました。,我买了新汽车。,<ruby>新しい<rt>あたらしい</rt></ruby><ruby>自動車<rt>じどうしゃ</rt></ruby>を<ruby>買いました<rt>かいました</rt></ruby>。,<ol><li>助词「を」用来标记动作的对象，例如：本を読みます（读书）。</li><li>动词「買いました」是「買う」的过去式表示已经完成的动作。</li></ol>,[sound:jlpt_vocabulary_in_sentence_自動車.mp3]
死ぬ,死亡,魚が死ぬと水が臭くなる。,鱼死了之后，水会变臭。,<ruby>魚<rt>さかな</rt></ruby>が<ruby>死ぬ<rt>しぬ</rt></ruby>と<ruby>水<rt>みず</rt></ruby>が<ruby>臭く<rt>くさく</rt></ruby>なる。,<ol><li><ruby>死ぬ<rt>しぬ</rt></ruby>：五段动词，表示死亡、消亡。</li><li>动词普通形＋と：表示一发生前项后项必然发生，例如「雨が降ると寒くなる」。</li></ol>,[sound:jlpt_vocabulary_in_sentence_死ぬ.mp3]
字引,字典,新しい字引を買いました。,我买了新的字典。,<ruby>新しい<rt>あたらしい</rt></ruby><ruby>字引<rt>じびき</rt></ruby>を<ruby>買いました<rt>かいました</rt></ruby>。,<ol><li>动词ます形表示礼貌，如“買いました”。</li><li>助词「を」用于表示动作的对象，如“字引を買いました”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_字引.mp3]
自分,自己,自分の考えを大切にします。,重视自己的想法。,<ruby>自分<rt>じぶん</rt></ruby>の<ruby>考え<rt>かんがえ</rt></ruby>を<ruby>大切<rt>たいせつ</rt></ruby>にします。,<ol><li><ruby>自分<rt>じぶん</rt></ruby>：指自己，用于表示说话者本人或自己一方。例如：自分の本。</li><li><ruby>〜を大切にする<rt>たいせつにする</rt></ruby>：表示重视、珍惜某物。例如：友達を大切にする。</li></ol>,[sound:jlpt_vocabulary_in_sentence_自分.mp3]
閉まる,关闭,ドアが閉まる音が聞こえた。,听到了门关闭的声音。,ドアが<ruby>閉まる<rt>しまる</rt></ruby><ruby>音<rt>おと</rt></ruby>が<ruby>聞こえた<rt>きこえた</rt></ruby>。,<ol><li><ruby>閉まる<rt>しまる</rt></ruby>是自动词，表示物体自动关闭或被关闭，比如“门关上”。</li><li>が表主语，“ドアが閉まる”表示是门自己在关闭。</li></ol>,[sound:jlpt_vocabulary_in_sentence_閉まる.mp3]
閉める,关上,窓を閉めるのを忘れました。,我忘记关窗户了。,<ruby>窓<rt>まど</rt></ruby>を<ruby>閉める<rt>しめる</rt></ruby>のを<ruby>忘れました<rt>わすれました</rt></ruby>。,<ol><li>动词「<ruby>閉</ruby><rt>し</rt>める」表示把门窗等关上，常与「を」表示宾语。例：ドアを閉める。</li><li>「〜のを忘れました」表达“忘记做某事”。例：宿題をするのを忘れました。</li></ol>,[sound:jlpt_vocabulary_in_sentence_閉める.mp3]
締める,系紧,靴ひもをしっかり締める。,把鞋带系紧。,<ruby>靴ひも<rt>くつひも</rt></ruby>をしっかり<ruby>締める<rt>しめる</rt></ruby>。,<ol><li>动词「締める」指系紧、勒紧或关闭，例如：<ruby>ベルト<rt>べると</rt></ruby>を締める（系皮带）。</li><li>「を」表示动作的对象，前接名词，后接他动词。</li></ol>,[sound:jlpt_vocabulary_in_sentence_締める.mp3]
じゃ; じゃあ,那么,じゃ、また明日会いましょう。,那么，明天再见吧。,じゃ、また<ruby>明日<rt>あした</rt></ruby><ruby>会いましょう<rt>あいましょう</rt></ruby>。,<ol><li><ruby>じゃ</ruby>・<ruby>じゃあ</ruby>：用作对话转折或结束，引出下一个话题。示例：じゃ、始めましょう。</li><li>动词<ruby>ましょう</ruby>表示一起做某事的提议。示例：行きましょう。</li></ol>,[sound:jlpt_vocabulary_in_sentence_じゃ; じゃあ.mp3]
写真,照片,机の上に写真があります。,桌子上有照片。,<ruby>机<rt>つくえ</rt></ruby>の<ruby>上<rt>うえ</rt></ruby>に<ruby>写真<rt>しゃしん</rt></ruby>があります。,<ol><li><ruby>名詞</ruby><rt>めいし</rt>+「の」说明修饰关系，如「写真の本」表示关于照片的书。</li><li>存在表达「〜にあります」表示某物在某处，如「机の上に写真があります」。</li></ol>,[sound:jlpt_vocabulary_in_sentence_写真.mp3]
シャツ,衬衫,新しいシャツを買いました。,买了新衬衫。,<ruby>新しい<rt>あたらしい</rt></ruby>シャツを<ruby>買いました<rt>かいました</rt></ruby>。,<ol><li><ruby>〜を</ruby><rt>を</rt> 表示宾语，如“シャツを買う”（买衬衫）。</li><li><ruby>ました</ruby><rt>ました</rt> 表示动词过去时敬语，例如“買いました”（买了）。</li></ol>,[sound:jlpt_vocabulary_in_sentence_シャツ.mp3]
シャワー,淋浴,朝にシャワーを浴びます。,早上洗淋浴。,<ruby>朝<rt>あさ</rt></ruby>にシャワーを<ruby>浴びます<rt>あびます</rt></ruby>。,<ol><li>「<ruby>〜を</ruby>」用于动作的对象，如「<ruby>シャワーを</ruby>浴びます」表示洗淋浴。</li><li>动词「<ruby>浴びます</ruby>」常用于“洗浴”、“淋”类动作。</li></ol>,[sound:jlpt_vocabulary_in_sentence_シャワー.mp3]
十,十,りんごが十個あります。,有十个苹果。,<ruby>りんご<rt>りんご</rt></ruby>が<ruby>十個<rt>じゅっこ</rt></ruby><ruby>あり<rt>あり</rt></ruby><ruby>ます<rt>ます</rt></ruby>。,<ol><li>数量词“十（じゅう）”接在量词前，表示“十个”。如：<ruby>十本<rt>じっぽん</rt></ruby>（十根）。</li><li>“あります”用于表示物品的存在。例：<ruby>本<rt>ほん</rt></ruby>があります。</li></ol>,[sound:jlpt_vocabulary_in_sentence_十.mp3]
～中,正在进行,会議中なので静かにしてください。,正在开会，请保持安静。,<ruby>会議<rt>かいぎ</rt></ruby><ruby>中<rt>ちゅう</rt></ruby>なので<ruby>静かに<rt>しずかに</rt></ruby><ruby>してください<rt>してください</rt></ruby>。,<ol><li>「～中」表示动作正在进行中，例如：<ruby>勉強<rt>べんきょう</rt></ruby>中。</li><li>后接名词，表达“在……之中”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_～中.mp3]
～週間,…周,私は二週間日本にいました。,我在日本待了两周。,<ruby>私<rt>わたし</rt></ruby>は<ruby>二週間<rt>にしゅうかん</rt></ruby><ruby>日本<rt>にほん</rt></ruby>に<ruby>いました<rt>いました</rt></ruby>。,<ol><li><ruby>～週間<rt>しゅうかん</rt></ruby>表示时间段，意为“……周”。例：三週間（さんしゅうかん）。</li><li>用助词「に」表示动作发生的地点。例：家にいます。</li></ol>,[sound:jlpt_vocabulary_in_sentence_～週間.mp3]
授業,上课,今日 は 授業 が あります。,今天有上课。,<ruby>今日<rt>きょう</rt></ruby>は<ruby>授業<rt>じゅぎょう</rt></ruby>が<ruby>あります<rt>あります</rt></ruby>。,<ol><li>「授業がある」表示有课程或要上课。例：明日授業がある。</li><li>助词「が」用于表示主语。例：犬が好きだ。</li></ol>,[sound:jlpt_vocabulary_in_sentence_授業.mp3]
宿題,作业,毎日 宿題 を 出します。,每天布置作业。,<ruby>毎日<rt>まいにち</rt></ruby> <ruby>宿題<rt>しゅくだい</rt></ruby> <ruby>を<rt>を</rt></ruby> <ruby>出します<rt>だします</rt></ruby>。,<ol><li>助词「を」标明动作的直接对象，如“宿題を出します”（布置作业）。</li><li>动词ます形用于正式表达，如「出します」表示“提出”或“交”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_宿題.mp3]
上手,擅长,彼はサッカーが上手です。,他很擅长足球。,<ruby>彼<rt>かれ</rt></ruby>はサッカーが<ruby>上手<rt>じょうず</rt></ruby>です。,<ol><li><ruby>上手<rt>じょうず</rt></ruby>：形容词，表达“擅长”。例：料理が上手。</li><li>名词+が+上手：表示擅长某事。例：ピアノが上手。</li></ol>,[sound:jlpt_vocabulary_in_sentence_上手.mp3]
丈夫,丈夫,私の丈夫は医者です。,我的丈夫是医生。,<ruby>私<rt>わたし</rt></ruby>の<ruby>丈夫<rt>おっと</rt></ruby>は<ruby>医者<rt>いしゃ</rt></ruby>です。,<ol><li><ruby>～は</ruby><rt>わ</rt>……<ruby>です</ruby><rt></rt>：基础判断句式，如“名词は名词です”。</li><li><ruby>の</ruby><rt></rt>表示所属关系，如“私の夫”=我的丈夫。</li></ol>,[sound:jlpt_vocabulary_in_sentence_丈夫.mp3]
醤油,酱油,私は醤油を料理によく使います。,我做饭时经常用酱油。,<ruby>私は<rt>わたしは</rt></ruby><ruby>醤油<rt>しょうゆ</rt></ruby><ruby>を<rt>を</rt></ruby><ruby>料理に<rt>りょうりに</rt></ruby><ruby>よく<rt>よく</rt></ruby><ruby>使います<rt>つかいます</rt></ruby>。,<ol><li>助词<ruby>を<rt>を</rt></ruby>用于表示动作的对象，如「ご飯を食べる」。</li><li>副词<ruby>よく<rt>よく</rt></ruby>表示“经常”，如「よく行きます」。</li></ol>,[sound:jlpt_vocabulary_in_sentence_醤油.mp3]
食堂,食堂,大学の食堂は広いです。,大学的食堂很宽敞。,<ruby>大学<rt>だいがく</rt></ruby>の<ruby>食堂<rt>しょくどう</rt></ruby>は<ruby>広い<rt>ひろい</rt></ruby>です。,<ol><li>助词「の」表示所属，如「学校の先生」。</li><li>形容词「広い」的用法，修饰名词，如「広い部屋」。</li></ol>,[sound:jlpt_vocabulary_in_sentence_食堂.mp3]
知る,知道,私はその話を知っています。,我知道那件事。,<ruby>私<rt>わたし</rt></ruby>はその<ruby>話<rt>はなし</rt></ruby>を<ruby>知っています<rt>しっています</rt></ruby>。,<ol><li><ruby>知る<rt>しる</rt></ruby>表示“知道”，其ている形（知っています）表示持续状态。例：私は知っています。</li><li>助词<ruby>を<rt></rt></ruby>用于宾语。例：本を読みます。</li></ol>,[sound:jlpt_vocabulary_in_sentence_知る.mp3]
